"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Ptp4a2",4.26073646004954e-75,0.40192414827183,0.729,0.413,1.0831644228738e-70
"Mark1",5.45990201712899e-75,0.457731685433835,0.883,0.676,1.38801629079453e-70
"Ttc28",9.7072323857231e-75,0.587135174342459,0.503,0.229,2.46777261709853e-70
"Ccdc141",1.01234159574062e-74,0.304490026010531,0.256,0.039,2.5735748046918e-70
"Gm49906",1.38829192998781e-74,0.360012679716334,0.343,0.09,3.52931574441502e-70
"Zswim6",1.45691865430893e-74,0.50582372918736,0.941,0.791,3.70377860298417e-70
"Tubb5",1.55340928162394e-74,0.397800201043387,0.551,0.245,3.94907707574439e-70
"Rpl23",1.9880862952323e-74,0.378222517118584,0.574,0.257,5.05411297973956e-70
"Grem2",2.93085629678599e-74,0.544718979810914,0.383,0.132,7.45082287768935e-70
"Dtna",4.62406745870771e-74,0.614539714518499,0.933,0.82,1.17553042935267e-69
"Eef2",4.83140109547544e-74,0.342767763922962,0.542,0.233,1.22823878649177e-69
"Ctnnb1",5.36442856464182e-74,0.411333455693234,0.706,0.399,1.36374502970324e-69
"Alkal2",1.13109178582226e-73,0.526691340466579,0.234,0.029,2.87546153791735e-69
"Kcnab1",1.37109147008439e-73,1.00161703388942,0.708,0.459,3.48558873524855e-69
"Gm48293",1.43719390228719e-73,0.310422491681478,0.288,0.058,3.6536343383945e-69
"Adrb1",1.50240952844939e-73,0.506467867777269,0.645,0.359,3.81942550322404e-69
"Mpv17l",1.53856894611703e-73,0.931805284013784,0.652,0.403,3.9113499748187e-69
"Rrad",1.80975406824461e-73,0.266776759968058,0.18,0.002,4.60075679229145e-69
"Arl5b",1.84752042920928e-73,0.367565327065614,0.638,0.316,4.69676643513582e-69
"Cox7b",2.0568512592175e-73,0.411146697381692,0.681,0.375,5.22892727118273e-69
"Pde4a",2.14654540352898e-73,0.498998359277964,0.924,0.675,5.45694772485138e-69
"Olfr112",2.33471887479378e-73,0.508109729119066,0.181,0.003,5.93532232350075e-69
"Krt12",6.8079870678853e-73,0.556115167127994,0.468,0.202,1.7307264723978e-68
"Chmp4b",7.55057993102488e-73,0.60699191348499,0.583,0.295,1.91950843006515e-68
"Bicd2",9.48741987041954e-73,0.319723211031611,0.54,0.235,2.41189187945806e-68
"Plxdc1",1.70895142832735e-72,0.363741497006651,0.428,0.151,4.34449632109379e-68
"Ndufb8",2.09886615700063e-72,0.314302567571065,0.468,0.176,5.33573754432701e-68
"Proca1",2.38948575210832e-72,0.257099034875512,0.297,0.062,6.07455067900977e-68
"8030451A03Rik",2.64354852057431e-72,0.778213809377915,0.183,0.005,6.72042904900402e-68
"Tmsb10",3.16489571189122e-72,0.371297346350334,0.494,0.201,8.04579787876985e-68
"Arpc2",6.09248445559791e-72,0.398041245389058,0.874,0.64,1.5488313983021e-67
"Ndufb1-ps",7.65154728012378e-72,0.387043864307134,0.643,0.331,1.94517634955307e-67
"Txnl1",8.23095766614409e-72,0.386657675215961,0.681,0.374,2.09247405788715e-67
"Gapdh",8.32546792753214e-72,0.391535542991799,0.69,0.38,2.11650045653722e-67
"Rph3a",8.48224458779118e-72,0.636280336896095,0.783,0.559,2.15635621910827e-67
"4933413L06Rik",1.04947672593884e-71,0.494566978510725,0.685,0.381,2.66797973268173e-67
"Rpl35",1.14024947304222e-71,0.263976805769927,0.343,0.091,2.89874221036793e-67
"Smdt1",1.69613521058626e-71,0.318896163594384,0.402,0.132,4.31191493235238e-67
"Slc25a46",1.74486022408574e-71,0.37054114879857,0.695,0.393,4.43578366167078e-67
"Acsl3",3.68831341190895e-71,0.410514221749712,0.629,0.334,9.37643035575494e-67
"Cap2",3.88491512654852e-71,0.401394586122629,0.973,0.876,9.87623123471164e-67
"Cox17",3.88576684230103e-71,0.324199213436816,0.44,0.16,9.87839646649767e-67
"Rgs9",3.98425382028678e-71,0.462917887195483,0.421,0.154,1.01287700619331e-66
"Timm8b",5.80374699611278e-71,0.315018520792071,0.432,0.151,1.47542856135179e-66
"Josd1",7.48684122527966e-71,0.331559446673713,0.569,0.263,1.9033047762906e-66
"E530011L22Rik",7.99382387067899e-71,0.365933578704655,0.666,0.359,2.03218990440401e-66
"Phlpp1",1.2516879589041e-70,0.673301397393765,0.85,0.732,3.18204112912599e-66
"Bcl6",1.63049115378403e-70,0.393651284704917,0.38,0.126,4.14503461114977e-66
"Lrrc8d",3.1343492008532e-70,0.545171670092556,0.605,0.337,7.96814253840901e-66
"Ankrd17",4.52576471276851e-70,0.409311791685424,0.972,0.897,1.15053990528001e-65
"Etnk1",7.69629086650717e-70,0.389193760391019,0.944,0.815,1.95655106408345e-65
"Gm33906",9.06501531228246e-70,0.516071501262235,0.235,0.035,2.30450819268845e-65
"Top1",9.49074108628029e-70,0.442847652133155,0.944,0.843,2.41273619895417e-65
"Spindoc",1.03380188798345e-69,0.392134790465185,0.634,0.34,2.62813115963153e-65
"Jund",2.22157428580874e-69,0.37785333191034,0.565,0.272,5.64768614938297e-65
"Acsl4",2.59858927226972e-69,0.437566314942772,0.801,0.525,6.60613364796408e-65
"Tenm4",3.39865504288215e-69,0.534410412240094,0.987,0.974,8.640060850015e-65
"Wdr1",3.41214029604252e-69,0.286762039699615,0.468,0.184,8.67434306059929e-65
"Cox4i1",3.53219239459708e-69,0.418068372237861,0.772,0.478,8.97953950554471e-65
"Gm50430",6.10246518953559e-69,0.302241517435085,0.172,0.003,1.55136870048374e-64
"Rpl15",6.54316871014862e-69,0.357245875701813,0.661,0.349,1.66340434949398e-64
"Picalm",7.44202686272335e-69,0.507456897625605,0.803,0.565,1.89191206904153e-64
"Pitpna",7.99556019673041e-69,0.436318366113702,0.893,0.694,2.03263131321281e-64
"Heca",1.15220249332326e-68,0.500241414282611,0.611,0.325,2.9291291785264e-64
"Lancl3",1.20040725292969e-68,0.299358767420175,0.181,0.008,3.05167531839785e-64
"Crtac1",1.63503417701304e-68,0.526837055158531,0.652,0.365,4.15658388480254e-64
"Ppfibp2",2.59588444442341e-68,0.261658855000479,0.239,0.036,6.5992574346132e-64
"Rps6ka3",3.59522113867364e-68,0.477794736645142,0.932,0.834,9.13977117873613e-64
"Cdk11b",4.65934162953657e-68,0.386515980833425,0.747,0.462,1.18449782906079e-63
"Klf9",6.10756172306763e-68,0.557681763427766,0.828,0.594,1.55266434123825e-63
"Mrpl20",6.82427435932432e-68,0.302493501239738,0.422,0.153,1.73486702762743e-63
"Arpc3",8.40563901403304e-68,0.363996065516913,0.676,0.378,2.13688155014748e-63
"Cx3cr1",8.8187572269845e-68,0.315588072305181,0.355,0.109,2.241904462244e-63
"Cnr1",9.95358554456909e-68,0.597926495707639,0.603,0.337,2.53040051714035e-63
"Snrpd2",1.03366170280618e-67,0.275262197225933,0.351,0.103,2.62777478087386e-63
"Ndufa13",1.60760957973347e-67,0.323007332954102,0.551,0.246,4.08686507359842e-63
"Rel",1.68482185815533e-67,0.262716437462233,0.36,0.108,4.28315412780249e-63
"L3mbtl3",2.46624993738463e-67,0.506006227528707,0.654,0.39,6.26970059081921e-63
"Cep85l",2.66252513873215e-67,0.595026792618711,0.673,0.441,6.76867140768486e-63
"Ank2",3.92199831202336e-67,0.352190496968568,1,0.998,9.97050410882578e-63
"Ppp2r3a",4.17422846309697e-67,0.539186278277827,0.831,0.604,1.06117235988851e-62
"Atp5a1",4.24825161102055e-67,0.382344786094822,0.683,0.392,1.07999052455364e-62
"Rnft1",4.83364908590726e-67,0.335307550203823,0.642,0.336,1.22881027061934e-62
"Ubqln2",5.78049156212562e-67,0.261833899352112,0.294,0.07,1.46951656492358e-62
"Olfr111",7.39011436436364e-67,0.491466572440789,0.172,0.005,1.87871487370853e-62
"Pdlim3",7.78834292066844e-67,0.251606997798609,0.163,0.001,1.97995253729233e-62
"Gm6225",8.98523235893054e-67,0.29532467608638,0.314,0.085,2.28422577028732e-62
"Ccdc162",9.97450866951056e-67,0.956479725408348,0.267,0.058,2.53571959396297e-62
"Asns",1.07142741299736e-66,0.294724743876429,0.376,0.125,2.72378276932189e-62
"Calm3",1.39356854553735e-66,0.379849075611122,0.631,0.338,3.54272995646505e-62
"Tmem154",1.71928240996135e-66,0.250597990687989,0.159,0,4.37075974260375e-62
"Tomm20",1.79822344507643e-66,0.371846948696219,0.629,0.335,4.57144364207331e-62
"Htr2a",3.11753779249304e-66,0.611422290833565,0.458,0.208,7.92540457607579e-62
"Ptprn",3.4334972372605e-66,0.412010578701752,0.97,0.893,8.72863667656365e-62
"Ugcg",3.47877228908676e-66,0.356452927537109,0.639,0.344,8.84373491331637e-62
"Rs1",3.76158653970973e-66,0.255930344390214,0.272,0.057,9.56270530125006e-62
"Zfp706",3.87080264584843e-66,0.32967381724711,0.448,0.183,9.84035448627588e-62
"Igip",4.92229465090615e-66,0.301492246165847,0.506,0.22,1.25134574615336e-61
"Atp5g3",6.0786796672543e-66,0.312430926499362,0.506,0.219,1.54532194500939e-61
"Pgbd5",1.16102329536858e-65,0.463317344322996,0.87,0.67,2.951553421486e-61
"1600020E01Rik",1.18406406755167e-65,0.379305383616874,0.595,0.299,3.01012767252986e-61
"Skil",1.62495727882853e-65,0.39275812883756,0.72,0.433,4.1309663942379e-61
"Ncbp3",1.77016523201623e-65,0.429141750088691,0.57,0.295,4.50011405283165e-61
"Uqcc2",2.01948509720515e-65,0.263675661294349,0.374,0.12,5.13393501411494e-61
"Rraga",2.17325616063498e-65,0.277616663770776,0.342,0.102,5.52485181156625e-61
"Gpi1",3.06925992002717e-65,0.410382753701598,0.808,0.57,7.80267256869306e-61
"Ptk2",3.49266907907934e-65,0.377743026904576,0.993,0.972,8.8790633328355e-61
"A330015K06Rik",3.5339850775144e-65,0.844486760367566,0.532,0.282,8.9840968640571e-61
"Degs1",4.8159661665103e-65,0.276359541406208,0.376,0.125,1.22431491885025e-60
"Lrrk2",5.45256033993942e-65,0.946067739285077,0.781,0.623,1.3861498896194e-60
"Tubb4b",6.8335643760416e-65,0.316776412709032,0.465,0.189,1.7372287356773e-60
"Phyhipl",7.95885430196618e-65,0.438249872562146,0.739,0.485,2.02329994064584e-60
"Gm47661",8.3033636870595e-65,0.291308014444355,0.401,0.144,2.11088111652427e-60
"Luzp2",1.0508111888606e-64,0.824222625837149,0.545,0.269,2.67137220432141e-60
"Ndufs6",1.37259323032111e-64,0.251631731469507,0.305,0.079,3.48940651012232e-60
"Gm50232",1.62484816478862e-64,0.323726071787848,0.58,0.277,4.13068900452563e-60
"Mir133a-1hg",2.23270678090081e-64,0.316867132485915,0.524,0.236,5.67598717840603e-60
"Rpl23a",3.82150106956665e-64,0.269514723424534,0.415,0.15,9.71502001905235e-60
"Srp14",6.23467790548192e-64,0.352477720649372,0.582,0.29,1.58497981713161e-59
"1810046K07Rik",6.77284817222433e-64,0.718558728190957,0.191,0.018,1.72179346234287e-59
"Slc2a3",7.94504196299044e-64,0.459966838743934,0.852,0.637,2.01978856783143e-59
"Tgfbr1",7.98897128504755e-64,0.326558344721505,0.322,0.094,2.03095628008479e-59
"Atp8b1",9.48396297675648e-64,0.568156842703228,0.456,0.21,2.41101306795103e-59
"Ppp1r2",2.09606339639135e-63,0.359782881902437,0.706,0.422,5.3286123663061e-59
"Ccnl1",3.38594206367762e-63,0.368303716081016,0.84,0.578,8.60774191428124e-59
"Gm37229",3.86666447266282e-63,0.260703065714688,0.284,0.068,9.82983442240342e-59
"Gm35501",4.56850096472442e-63,0.252973962622233,0.304,0.083,1.16140431525224e-58
"Clta",7.35990900641785e-63,0.403928081464884,0.664,0.376,1.87103606761155e-58
"Atp6v1d",8.26753829038938e-63,0.371139275012461,0.711,0.431,2.10177358418279e-58
"Dcdc2a",1.23446249138703e-62,0.267559690401296,0.228,0.038,3.1382505456041e-58
"Adora1",1.2733326082389e-62,0.390348943698453,0.626,0.328,3.23706615666492e-58
"Gm10563",1.29113560154983e-62,0.296455247726645,0.503,0.221,3.28232492625999e-58
"Gnao1",1.53436579726012e-62,0.364289776915705,0.963,0.863,3.90066472979468e-58
"Zfp451",1.55977221118543e-62,0.368861352581151,0.772,0.5,3.96525291527559e-58
"Rplp2",1.75130375660052e-62,0.308359332003739,0.528,0.241,4.45216441002985e-58
"Atpif1",2.04916633876513e-62,0.393972870114327,0.71,0.43,5.20939066640871e-58
"Rps6",2.69295562549788e-62,0.258626368721154,0.399,0.142,6.84603179114072e-58
"Xylt1",4.02306598374804e-62,0.379570704791771,0.951,0.811,1.02274383438843e-57
"Mapkapk2",5.53014277115215e-62,0.285491033234259,0.485,0.207,1.4058728952823e-57
"Mrfap1",6.08793092424273e-62,0.298734004091155,0.51,0.231,1.54767379956099e-57
"Cemip2",9.95230202111482e-62,0.327242050126703,0.466,0.204,2.53007421980781e-57
"Anxa4",1.10913860198535e-61,0.261831777757097,0.203,0.025,2.81965215396716e-57
"Atp5j2",1.18940323517317e-61,0.314041469315903,0.516,0.233,3.02370090445723e-57
"Sv2c",1.92270871757921e-61,0.376224556330049,0.361,0.122,4.88791010182986e-57
"Scg3",2.45261457830789e-61,0.569725839527446,0.613,0.348,6.23503678097432e-57
"Tuba1b",2.75327607604933e-61,0.310657511229243,0.46,0.196,6.9993784405326e-57
"Eif1ax",3.21509027049882e-61,0.290454304003056,0.377,0.134,8.17340248566211e-57
"Lmo7",4.72484610903472e-61,0.59981344175434,0.782,0.592,1.20115037783881e-56
"Ipmk",4.89695364392124e-61,0.312639547136685,0.441,0.185,1.24490355535766e-56
"Ywhab",5.04439957835953e-61,0.435377159531142,0.679,0.417,1.28238726081056e-56
"Cxadr",7.15585609272577e-61,0.384466755774671,0.691,0.42,1.81916173589275e-56
"Sar1a",8.86617216642284e-61,0.258273777018376,0.453,0.183,2.25395828814801e-56
"Ets2",9.03553854884683e-61,0.284882019004537,0.437,0.177,2.29701460988784e-56
"Ap2a2",1.12610291656435e-60,0.397800849988701,0.768,0.501,2.86277883448989e-56
"Tfdp1",1.12934940706539e-60,0.32866606490204,0.663,0.38,2.87103206264162e-56
"Cdh4",1.29503841445218e-60,0.96029227757567,0.582,0.377,3.29224665722032e-56
"Actn4",2.59442773632469e-60,0.390318857449252,0.835,0.603,6.59555419128462e-56
"Zhx2",2.63214482329428e-60,0.356267577528222,0.487,0.226,6.69143856977872e-56
"Ppt1",2.85617160584812e-60,0.425986357269758,0.772,0.519,7.26095945638709e-56
"Timp2",3.28358728369471e-60,0.370334058512963,0.447,0.189,8.34753559260869e-56
"Gm31763",3.39250623797212e-60,0.56678675808188,0.614,0.347,8.62442935817273e-56
"Numb",3.51714227993875e-60,0.386194933558158,0.961,0.912,8.94127910406028e-56
"Map2k1",4.35421038657693e-60,0.387658544559747,0.745,0.482,1.10692736447559e-55
"Hspa9",4.4307832681671e-60,0.330577688628033,0.663,0.379,1.12639372243344e-55
"Gfod1",4.47941136240342e-60,0.426028554650203,0.937,0.812,1.1387559565502e-55
"Mafg",4.54670667656193e-60,0.330533685986833,0.759,0.465,1.15586377131557e-55
"Stac2",1.64317369832122e-59,0.282233154503154,0.412,0.157,4.17727617587221e-55
"Ubqln1",1.81042770190731e-59,0.322129519622857,0.595,0.319,4.60246930378875e-55
